Qwen API key configured: yes (config: /data/yixinchen/KG_Course/chip2022_medical_causal_kg/.env)
Qwen API key configured: yes
total_docs=1000 already_done=5 output=data/processed/qwen_unlabel_incremental.jsonl
Doc_unlabel_0481 items=10 error=False elapsed=58.811s
Doc_unlabel_0482 items=5 error=False elapsed=52.014s
Doc_unlabel_0483 items=11 error=False elapsed=57.329s
Doc_unlabel_0484 items=17 error=False elapsed=66.823s
Doc_unlabel_0485 items=8 error=False elapsed=57.078s
Doc_unlabel_0486 items=10 error=False elapsed=60.819s
Doc_unlabel_0487 items=18 error=False elapsed=66.824s
Doc_unlabel_0488 items=10 error=False elapsed=51.333s
Doc_unlabel_0489 items=7 error=False elapsed=61.131s
Doc_unlabel_0490 items=5 error=False elapsed=58.409s
Doc_unlabel_0491 items=15 error=False elapsed=55.092s
Doc_unlabel_0492 items=11 error=False elapsed=59.605s
Doc_unlabel_0493 items=11 error=False elapsed=63.357s
Doc_unlabel_0494 items=8 error=False elapsed=79.757s
Doc_unlabel_0495 items=18 error=False elapsed=65.847s
Doc_unlabel_0496 items=9 error=False elapsed=53.871s
Doc_unlabel_0497 items=8 error=False elapsed=66.437s
Doc_unlabel_0498 items=10 error=False elapsed=55.014s
Doc_unlabel_0499 items=14 error=False elapsed=49.753s
Doc_unlabel_0500 items=6 error=False elapsed=53.538s
Doc_unlabel_0501 items=5 error=False elapsed=53.591s
Doc_unlabel_0502 items=15 error=False elapsed=54.212s
Doc_unlabel_0503 items=11 error=False elapsed=46.903s
Doc_unlabel_0504 items=11 error=False elapsed=61.478s
Doc_unlabel_0505 items=11 error=False elapsed=47.835s
Doc_unlabel_0506 items=17 error=False elapsed=68.62s
Doc_unlabel_0507 items=3 error=False elapsed=48.086s
Doc_unlabel_0508 items=3 error=False elapsed=43.08s
Doc_unlabel_0509 items=22 error=False elapsed=70.979s
Doc_unlabel_0510 items=9 error=False elapsed=60.85s
Doc_unlabel_0511 items=8 error=False elapsed=48.529s
Doc_unlabel_0512 items=5 error=False elapsed=56.43s
Doc_unlabel_0513 items=7 error=False elapsed=59.547s
Doc_unlabel_0514 items=9 error=False elapsed=52.96s
Doc_unlabel_0515 items=8 error=False elapsed=64.799s
Doc_unlabel_0516 items=20 error=False elapsed=79.053s
Doc_unlabel_0517 items=6 error=False elapsed=59.143s
Doc_unlabel_0518 items=8 error=False elapsed=50.138s
Doc_unlabel_0519 items=12 error=False elapsed=57.769s
Doc_unlabel_0520 items=10 error=False elapsed=52.087s
Doc_unlabel_0521 items=9 error=False elapsed=51.742s
Doc_unlabel_0522 items=12 error=False elapsed=73.386s
Doc_unlabel_0523 items=4 error=False elapsed=66.745s
Doc_unlabel_0524 items=14 error=False elapsed=63.461s
Doc_unlabel_0525 items=13 error=False elapsed=45.067s
Doc_unlabel_0526 items=17 error=False elapsed=67.493s
Doc_unlabel_0527 items=7 error=False elapsed=54.476s
Doc_unlabel_0528 items=9 error=False elapsed=56.965s
Doc_unlabel_0529 items=5 error=False elapsed=55.156s
Doc_unlabel_0530 items=1 error=False elapsed=67.871s
Doc_unlabel_0531 items=7 error=False elapsed=50.154s
Doc_unlabel_0532 items=4 error=False elapsed=63.339s
Doc_unlabel_0533 items=5 error=False elapsed=59.347s
Doc_unlabel_0534 items=14 error=False elapsed=64.367s
Doc_unlabel_0535 items=8 error=False elapsed=60.732s
Doc_unlabel_0536 items=14 error=False elapsed=70.29s
Doc_unlabel_0537 items=6 error=False elapsed=58.271s
Doc_unlabel_0538 items=8 error=False elapsed=69.689s
Doc_unlabel_0539 items=5 error=False elapsed=46.499s
Doc_unlabel_0540 items=22 error=False elapsed=70.372s
Doc_unlabel_0541 items=3 error=False elapsed=59.664s
Doc_unlabel_0542 items=0 error=False elapsed=590.442s
Doc_unlabel_0543 items=8 error=False elapsed=58.3s
Doc_unlabel_0544 items=6 error=False elapsed=62.786s
Doc_unlabel_0545 items=9 error=False elapsed=54.354s
Doc_unlabel_0546 items=11 error=False elapsed=66.206s
Doc_unlabel_0547 items=16 error=False elapsed=87.763s
Doc_unlabel_0548 items=13 error=False elapsed=68.091s
Doc_unlabel_0549 items=8 error=False elapsed=66.243s
Doc_unlabel_0550 items=18 error=False elapsed=64.385s
Doc_unlabel_0551 items=8 error=False elapsed=67.12s
Doc_unlabel_0552 items=15 error=False elapsed=67.534s
Doc_unlabel_0553 items=5 error=False elapsed=51.594s
Doc_unlabel_0554 items=15 error=False elapsed=50.714s
Doc_unlabel_0555 items=5 error=False elapsed=49.192s
Doc_unlabel_0556 items=5 error=False elapsed=59.495s
Doc_unlabel_0557 items=24 error=False elapsed=74.4s
Doc_unlabel_0558 items=2 error=False elapsed=42.365s
Doc_unlabel_0559 items=10 error=False elapsed=63.756s
Doc_unlabel_0560 items=3 error=False elapsed=55.797s
Doc_unlabel_0561 items=2 error=False elapsed=49.644s
Doc_unlabel_0562 items=3 error=False elapsed=51.994s
Doc_unlabel_0563 items=6 error=False elapsed=44.098s
Doc_unlabel_0564 items=9 error=False elapsed=63.087s
Doc_unlabel_0565 items=3 error=False elapsed=45.181s
Doc_unlabel_0566 items=7 error=False elapsed=48.011s
Doc_unlabel_0567 items=20 error=False elapsed=68.229s
Doc_unlabel_0568 items=6 error=False elapsed=51.979s
Doc_unlabel_0569 items=6 error=False elapsed=54.723s
Doc_unlabel_0570 items=10 error=False elapsed=51.0s
Doc_unlabel_0571 items=7 error=False elapsed=60.378s
Doc_unlabel_0572 items=8 error=False elapsed=55.213s
Doc_unlabel_0573 items=18 error=False elapsed=61.626s
Doc_unlabel_0574 items=26 error=False elapsed=71.532s
Doc_unlabel_0575 items=7 error=False elapsed=49.871s
Doc_unlabel_0576 items=14 error=False elapsed=59.952s
Doc_unlabel_0577 items=20 error=False elapsed=68.314s
Doc_unlabel_0578 items=8 error=False elapsed=65.884s
Doc_unlabel_0579 items=2 error=False elapsed=55.649s
Doc_unlabel_0580 items=6 error=False elapsed=49.3s
Doc_unlabel_0581 items=5 error=False elapsed=52.204s
Doc_unlabel_0582 items=6 error=False elapsed=65.97s
Doc_unlabel_0583 items=21 error=False elapsed=69.612s
Doc_unlabel_0584 items=9 error=False elapsed=47.611s
Doc_unlabel_0585 items=9 error=False elapsed=57.778s
Doc_unlabel_0586 items=9 error=False elapsed=59.471s
Doc_unlabel_0587 items=7 error=False elapsed=47.686s
Doc_unlabel_0588 items=6 error=False elapsed=50.293s
Doc_unlabel_0589 items=10 error=False elapsed=46.979s
Doc_unlabel_0590 items=6 error=False elapsed=48.511s
Doc_unlabel_0591 items=4 error=False elapsed=69.729s
Doc_unlabel_0592 items=11 error=False elapsed=45.384s
Doc_unlabel_0593 items=9 error=False elapsed=49.973s
Doc_unlabel_0594 items=6 error=False elapsed=55.437s
Doc_unlabel_0595 items=7 error=False elapsed=48.024s
Doc_unlabel_0596 items=21 error=False elapsed=61.955s
Doc_unlabel_0597 items=16 error=False elapsed=62.497s
Doc_unlabel_0598 items=6 error=False elapsed=67.619s
Doc_unlabel_0599 items=11 error=False elapsed=69.954s
Doc_unlabel_0600 items=7 error=False elapsed=58.081s
Doc_unlabel_0601 items=10 error=False elapsed=52.731s
Doc_unlabel_0602 items=10 error=False elapsed=57.918s
Doc_unlabel_0603 items=8 error=False elapsed=63.726s
Doc_unlabel_0604 items=7 error=False elapsed=78.357s
Doc_unlabel_0605 items=11 error=False elapsed=60.617s
Doc_unlabel_0606 items=0 error=False elapsed=590.422s
Doc_unlabel_0607 items=8 error=False elapsed=69.347s
Doc_unlabel_0608 items=9 error=False elapsed=58.548s
Doc_unlabel_0609 items=7 error=False elapsed=71.53s
Doc_unlabel_0610 items=5 error=False elapsed=63.98s
Doc_unlabel_0611 items=4 error=False elapsed=67.931s
Doc_unlabel_0612 items=9 error=False elapsed=61.318s
Doc_unlabel_0613 items=10 error=False elapsed=66.004s
Doc_unlabel_0614 items=5 error=False elapsed=67.914s
Doc_unlabel_0615 items=20 error=False elapsed=79.984s
Doc_unlabel_0616 items=5 error=False elapsed=59.256s
Doc_unlabel_0617 items=5 error=False elapsed=49.046s
Doc_unlabel_0618 items=11 error=False elapsed=61.474s
Doc_unlabel_0619 items=11 error=False elapsed=64.555s
Doc_unlabel_0620 items=10 error=False elapsed=70.302s
Doc_unlabel_0621 items=5 error=False elapsed=51.234s
Doc_unlabel_0622 items=5 error=False elapsed=46.058s
Doc_unlabel_0623 items=12 error=False elapsed=66.646s
Doc_unlabel_0624 items=5 error=False elapsed=35.554s
Doc_unlabel_0625 items=7 error=False elapsed=74.802s
Doc_unlabel_0626 items=14 error=False elapsed=69.61s
Doc_unlabel_0627 items=9 error=False elapsed=62.49s
Doc_unlabel_0628 items=12 error=False elapsed=64.428s
Doc_unlabel_0629 items=16 error=False elapsed=64.656s
Doc_unlabel_0630 items=13 error=False elapsed=61.309s
Doc_unlabel_0631 items=3 error=False elapsed=65.012s
Doc_unlabel_0632 items=10 error=False elapsed=48.605s
Doc_unlabel_0633 items=14 error=False elapsed=70.389s
Doc_unlabel_0634 items=4 error=False elapsed=43.902s
Doc_unlabel_0635 items=6 error=False elapsed=57.695s
Doc_unlabel_0636 items=10 error=False elapsed=50.897s
Doc_unlabel_0637 items=4 error=False elapsed=50.81s
Doc_unlabel_0638 items=9 error=False elapsed=54.192s
Doc_unlabel_0639 items=12 error=False elapsed=58.766s
Doc_unlabel_0640 items=7 error=False elapsed=66.226s
Doc_unlabel_0641 items=4 error=False elapsed=57.16s
Doc_unlabel_0642 items=16 error=False elapsed=71.246s
Doc_unlabel_0643 items=6 error=False elapsed=41.951s
Doc_unlabel_0644 items=6 error=False elapsed=53.345s
Doc_unlabel_0645 items=12 error=False elapsed=64.053s
Doc_unlabel_0646 items=11 error=False elapsed=54.381s
Doc_unlabel_0647 items=3 error=False elapsed=55.499s
Doc_unlabel_0648 items=11 error=False elapsed=63.87s
Doc_unlabel_0649 items=4 error=False elapsed=55.183s
Doc_unlabel_0650 items=11 error=False elapsed=60.995s
Doc_unlabel_0651 items=11 error=False elapsed=48.212s
Doc_unlabel_0652 items=5 error=False elapsed=45.308s
Doc_unlabel_0653 items=13 error=False elapsed=59.901s
Doc_unlabel_0654 items=7 error=False elapsed=46.937s
Doc_unlabel_0655 items=8 error=False elapsed=43.83s
Doc_unlabel_0656 items=9 error=False elapsed=478.306s
Doc_unlabel_0657 items=12 error=False elapsed=52.219s
Doc_unlabel_0658 items=12 error=False elapsed=57.991s
Doc_unlabel_0659 items=6 error=False elapsed=53.434s
Doc_unlabel_0660 items=4 error=False elapsed=51.104s
Doc_unlabel_0661 items=6 error=False elapsed=52.765s
Doc_unlabel_0662 items=31 error=False elapsed=75.966s
Doc_unlabel_0663 items=14 error=False elapsed=50.556s
Doc_unlabel_0664 items=11 error=False elapsed=61.186s
Doc_unlabel_0665 items=12 error=False elapsed=52.439s
Doc_unlabel_0666 items=7 error=False elapsed=63.599s
Doc_unlabel_0667 items=5 error=False elapsed=43.26s
Doc_unlabel_0668 items=4 error=False elapsed=58.97s
Doc_unlabel_0669 items=5 error=False elapsed=61.311s
Doc_unlabel_0670 items=12 error=False elapsed=56.655s
Doc_unlabel_0671 items=11 error=False elapsed=57.955s
Doc_unlabel_0672 items=6 error=False elapsed=44.203s
Doc_unlabel_0673 items=2 error=False elapsed=45.256s
Doc_unlabel_0674 items=7 error=False elapsed=65.028s
Doc_unlabel_0675 items=2 error=False elapsed=52.808s
Doc_unlabel_0676 items=22 error=False elapsed=82.387s
Doc_unlabel_0677 items=14 error=False elapsed=68.204s
Doc_unlabel_0678 items=7 error=False elapsed=70.699s
Doc_unlabel_0679 items=13 error=False elapsed=62.418s
Doc_unlabel_0680 items=20 error=False elapsed=68.87s
Doc_unlabel_0681 items=8 error=False elapsed=57.892s
Doc_unlabel_0682 items=8 error=False elapsed=51.045s
Doc_unlabel_0683 items=4 error=False elapsed=66.414s
Doc_unlabel_0684 items=4 error=False elapsed=62.029s
Doc_unlabel_0685 items=4 error=False elapsed=61.728s
Doc_unlabel_0686 items=4 error=False elapsed=54.189s
Doc_unlabel_0687 items=15 error=False elapsed=76.975s
Doc_unlabel_0688 items=7 error=False elapsed=56.585s
Doc_unlabel_0689 items=8 error=False elapsed=60.544s
Doc_unlabel_0690 items=11 error=False elapsed=57.123s
Doc_unlabel_0691 items=15 error=False elapsed=57.956s
Doc_unlabel_0692 items=13 error=False elapsed=67.05s
Doc_unlabel_0693 items=8 error=False elapsed=66.361s
Doc_unlabel_0694 items=7 error=False elapsed=60.068s
Doc_unlabel_0695 items=3 error=False elapsed=49.153s
Doc_unlabel_0696 items=5 error=False elapsed=65.672s
Doc_unlabel_0697 items=5 error=False elapsed=57.222s
Doc_unlabel_0698 items=2 error=False elapsed=51.954s
Doc_unlabel_0699 items=4 error=False elapsed=44.886s
Doc_unlabel_0700 items=20 error=False elapsed=66.771s
Doc_unlabel_0701 items=10 error=False elapsed=52.255s
Doc_unlabel_0702 items=4 error=False elapsed=64.786s
Doc_unlabel_0703 items=6 error=False elapsed=70.148s
Doc_unlabel_0704 items=8 error=False elapsed=55.312s
Doc_unlabel_0705 items=4 error=False elapsed=56.121s
Doc_unlabel_0706 items=16 error=False elapsed=61.213s
Doc_unlabel_0707 items=10 error=False elapsed=62.141s
Doc_unlabel_0708 items=7 error=False elapsed=65.555s
Doc_unlabel_0709 items=9 error=False elapsed=85.075s
Doc_unlabel_0710 items=7 error=False elapsed=65.728s
Doc_unlabel_0711 items=8 error=False elapsed=80.575s
Doc_unlabel_0712 items=6 error=False elapsed=70.363s
Doc_unlabel_0713 items=10 error=False elapsed=64.799s
Doc_unlabel_0714 items=9 error=False elapsed=62.873s
Doc_unlabel_0715 items=9 error=False elapsed=69.806s
Doc_unlabel_0716 items=16 error=False elapsed=54.211s
Doc_unlabel_0717 items=10 error=False elapsed=60.041s
Doc_unlabel_0718 items=6 error=False elapsed=53.74s
Doc_unlabel_0719 items=9 error=False elapsed=68.874s
Doc_unlabel_0720 items=13 error=False elapsed=57.15s
Doc_unlabel_0721 items=0 error=False elapsed=590.361s
Doc_unlabel_0722 items=13 error=False elapsed=63.42s
Doc_unlabel_0723 items=10 error=False elapsed=56.662s
Doc_unlabel_0724 items=11 error=False elapsed=52.995s
Doc_unlabel_0725 items=5 error=False elapsed=57.941s
Doc_unlabel_0726 items=7 error=False elapsed=56.032s
Doc_unlabel_0727 items=9 error=False elapsed=59.684s
Doc_unlabel_0728 items=9 error=False elapsed=53.38s
Doc_unlabel_0729 items=15 error=False elapsed=68.216s
Doc_unlabel_0730 items=15 error=False elapsed=52.897s
Doc_unlabel_0731 items=7 error=False elapsed=55.532s
Doc_unlabel_0732 items=9 error=False elapsed=56.595s
Doc_unlabel_0733 items=8 error=False elapsed=57.26s
Doc_unlabel_0734 items=14 error=False elapsed=73.09s
Doc_unlabel_0735 items=6 error=False elapsed=56.075s
Doc_unlabel_0736 items=12 error=False elapsed=70.097s
Doc_unlabel_0737 items=17 error=False elapsed=70.637s
Doc_unlabel_0738 items=14 error=False elapsed=65.425s
Doc_unlabel_0739 items=9 error=False elapsed=84.8s
Doc_unlabel_0740 items=11 error=False elapsed=58.605s
Doc_unlabel_0741 items=15 error=False elapsed=54.657s
Doc_unlabel_0742 items=19 error=False elapsed=92.629s
Doc_unlabel_0743 items=10 error=False elapsed=62.335s
Doc_unlabel_0744 items=18 error=False elapsed=67.298s
Doc_unlabel_0745 items=14 error=False elapsed=72.155s
Doc_unlabel_0746 items=17 error=False elapsed=71.132s
Doc_unlabel_0747 items=14 error=False elapsed=62.549s
Doc_unlabel_0748 items=9 error=False elapsed=59.996s
Doc_unlabel_0749 items=17 error=False elapsed=81.201s
Doc_unlabel_0750 items=10 error=False elapsed=54.675s
Doc_unlabel_0751 items=7 error=False elapsed=53.795s
Doc_unlabel_0752 items=9 error=False elapsed=51.375s
Doc_unlabel_0753 items=15 error=False elapsed=56.38s
Doc_unlabel_0754 items=6 error=False elapsed=56.787s
Doc_unlabel_0755 items=7 error=False elapsed=64.788s
Doc_unlabel_0756 items=13 error=False elapsed=56.322s
Doc_unlabel_0757 items=6 error=False elapsed=51.978s
Doc_unlabel_0758 items=8 error=False elapsed=41.243s
Doc_unlabel_0759 items=13 error=False elapsed=66.971s
Doc_unlabel_0760 items=21 error=False elapsed=64.357s
Doc_unlabel_0761 items=5 error=False elapsed=51.749s
Doc_unlabel_0762 items=10 error=False elapsed=58.432s
Doc_unlabel_0763 items=11 error=False elapsed=67.156s
Doc_unlabel_0764 items=12 error=False elapsed=61.732s
Doc_unlabel_0765 items=9 error=False elapsed=63.249s
Doc_unlabel_0766 items=10 error=False elapsed=62.285s
Doc_unlabel_0767 items=2 error=False elapsed=53.219s
Doc_unlabel_0768 items=8 error=False elapsed=58.458s
Doc_unlabel_0769 items=4 error=False elapsed=40.985s
Doc_unlabel_0770 items=16 error=False elapsed=73.638s
Doc_unlabel_0771 items=4 error=False elapsed=56.201s
Doc_unlabel_0772 items=9 error=False elapsed=73.828s
Doc_unlabel_0773 items=13 error=False elapsed=71.936s
Doc_unlabel_0774 items=3 error=False elapsed=57.146s
Doc_unlabel_0775 items=9 error=False elapsed=59.03s
Doc_unlabel_0776 items=17 error=False elapsed=70.434s
Doc_unlabel_0777 items=20 error=False elapsed=69.302s
Doc_unlabel_0778 items=12 error=False elapsed=65.442s
Doc_unlabel_0779 items=12 error=False elapsed=57.82s
Doc_unlabel_0780 items=9 error=False elapsed=57.647s
Doc_unlabel_0781 items=14 error=False elapsed=65.284s
Doc_unlabel_0782 items=17 error=False elapsed=74.546s
Doc_unlabel_0783 items=5 error=False elapsed=61.315s
Doc_unlabel_0784 items=12 error=False elapsed=70.683s
Doc_unlabel_0785 items=9 error=False elapsed=56.373s
Doc_unlabel_0786 items=7 error=False elapsed=54.456s
Doc_unlabel_0787 items=9 error=False elapsed=65.363s
Doc_unlabel_0788 items=12 error=False elapsed=83.67s
Doc_unlabel_0789 items=13 error=False elapsed=71.582s
Doc_unlabel_0790 items=7 error=False elapsed=64.654s
Doc_unlabel_0791 items=18 error=False elapsed=59.768s
Doc_unlabel_0792 items=3 error=False elapsed=54.46s
Doc_unlabel_0793 items=16 error=False elapsed=70.427s
Doc_unlabel_0794 items=9 error=False elapsed=66.626s
Doc_unlabel_0795 items=16 error=False elapsed=77.108s
Doc_unlabel_0796 items=16 error=False elapsed=83.794s
Doc_unlabel_0797 items=9 error=False elapsed=67.566s
Doc_unlabel_0798 items=8 error=False elapsed=67.792s
Doc_unlabel_0799 items=3 error=False elapsed=66.194s
Doc_unlabel_0800 items=9 error=False elapsed=64.181s
Doc_unlabel_0801 items=13 error=False elapsed=75.606s
Doc_unlabel_0802 items=11 error=False elapsed=66.84s
Doc_unlabel_0803 items=6 error=False elapsed=64.957s
Doc_unlabel_0804 items=5 error=False elapsed=55.726s
Doc_unlabel_0805 items=9 error=False elapsed=81.193s
Doc_unlabel_0806 items=12 error=False elapsed=77.053s
Doc_unlabel_0807 items=11 error=False elapsed=58.4s
Doc_unlabel_0808 items=4 error=False elapsed=52.399s
Doc_unlabel_0809 items=7 error=False elapsed=49.987s
Doc_unlabel_0810 items=21 error=False elapsed=63.399s
Doc_unlabel_0811 items=11 error=False elapsed=58.129s
Doc_unlabel_0812 items=3 error=False elapsed=44.397s
Doc_unlabel_0813 items=2 error=False elapsed=46.264s
Doc_unlabel_0814 items=8 error=False elapsed=50.832s
Doc_unlabel_0815 items=8 error=False elapsed=65.646s
Doc_unlabel_0816 items=15 error=False elapsed=67.611s
Doc_unlabel_0817 items=8 error=False elapsed=45.098s
Doc_unlabel_0818 items=11 error=False elapsed=60.203s
Doc_unlabel_0819 items=4 error=False elapsed=54.075s
Doc_unlabel_0820 items=8 error=False elapsed=54.711s
Doc_unlabel_0821 items=28 error=False elapsed=67.338s
Doc_unlabel_0822 items=9 error=False elapsed=50.786s
Doc_unlabel_0823 items=27 error=False elapsed=86.292s
Doc_unlabel_0824 items=8 error=False elapsed=47.938s
Doc_unlabel_0825 items=8 error=False elapsed=59.261s
Doc_unlabel_0826 items=7 error=False elapsed=50.591s
Doc_unlabel_0827 items=9 error=False elapsed=66.404s
Doc_unlabel_0828 items=17 error=False elapsed=68.896s
Doc_unlabel_0829 items=14 error=False elapsed=72.311s
Doc_unlabel_0830 items=10 error=False elapsed=63.451s
Doc_unlabel_0831 items=11 error=False elapsed=59.288s
Doc_unlabel_0832 items=18 error=False elapsed=69.351s
Doc_unlabel_0833 items=3 error=False elapsed=50.655s
Doc_unlabel_0834 items=2 error=False elapsed=86.945s
Doc_unlabel_0835 items=13 error=False elapsed=57.215s
Doc_unlabel_0836 items=5 error=False elapsed=49.774s
Doc_unlabel_0837 items=2 error=False elapsed=44.248s
Doc_unlabel_0838 items=22 error=False elapsed=84.457s
Doc_unlabel_0839 items=5 error=False elapsed=56.383s
Doc_unlabel_0840 items=15 error=False elapsed=54.15s
Doc_unlabel_0841 items=21 error=False elapsed=77.648s
Doc_unlabel_0842 items=12 error=False elapsed=62.042s
Doc_unlabel_0843 items=9 error=False elapsed=61.113s
Doc_unlabel_0844 items=15 error=False elapsed=67.211s
Doc_unlabel_0845 items=9 error=False elapsed=72.831s
Doc_unlabel_0846 items=3 error=False elapsed=54.733s
Doc_unlabel_0847 items=13 error=False elapsed=66.041s
Doc_unlabel_0848 items=4 error=False elapsed=53.401s
Doc_unlabel_0849 items=8 error=False elapsed=54.019s
Doc_unlabel_0850 items=11 error=False elapsed=63.515s
Doc_unlabel_0851 items=6 error=False elapsed=90.769s
Doc_unlabel_0852 items=9 error=False elapsed=55.625s
Doc_unlabel_0853 items=10 error=False elapsed=68.207s
Doc_unlabel_0854 items=5 error=False elapsed=74.681s
Doc_unlabel_0855 items=9 error=False elapsed=63.7s
Doc_unlabel_0856 items=24 error=False elapsed=70.597s
Doc_unlabel_0857 items=11 error=False elapsed=67.579s
Doc_unlabel_0858 items=8 error=False elapsed=74.907s
Doc_unlabel_0859 items=8 error=False elapsed=47.32s
Doc_unlabel_0860 items=10 error=False elapsed=56.7s
Doc_unlabel_0861 items=10 error=False elapsed=80.266s
Doc_unlabel_0862 items=11 error=False elapsed=71.023s
Doc_unlabel_0863 items=19 error=False elapsed=70.843s
Doc_unlabel_0864 items=13 error=False elapsed=93.559s
Doc_unlabel_0865 items=10 error=False elapsed=58.765s
Doc_unlabel_0866 items=4 error=False elapsed=56.609s
Doc_unlabel_0867 items=16 error=False elapsed=66.952s
Doc_unlabel_0868 items=13 error=False elapsed=77.775s
Doc_unlabel_0869 items=12 error=False elapsed=68.421s
Doc_unlabel_0870 items=6 error=False elapsed=53.983s
Doc_unlabel_0871 items=7 error=False elapsed=60.116s
Doc_unlabel_0872 items=10 error=False elapsed=70.645s
Doc_unlabel_0873 items=10 error=False elapsed=53.959s
Doc_unlabel_0874 items=9 error=False elapsed=64.187s
Doc_unlabel_0875 items=17 error=False elapsed=85.022s
Doc_unlabel_0876 items=8 error=False elapsed=66.726s
Doc_unlabel_0877 items=11 error=False elapsed=54.479s
Doc_unlabel_0878 items=4 error=False elapsed=54.955s
Doc_unlabel_0879 items=4 error=False elapsed=65.662s
Doc_unlabel_0880 items=12 error=False elapsed=72.434s
Doc_unlabel_0881 items=17 error=False elapsed=69.502s
Doc_unlabel_0882 items=10 error=False elapsed=61.282s
Doc_unlabel_0883 items=16 error=False elapsed=76.055s
Doc_unlabel_0884 items=11 error=False elapsed=56.209s
Doc_unlabel_0885 items=11 error=False elapsed=65.043s
Doc_unlabel_0886 items=4 error=False elapsed=74.792s
Doc_unlabel_0887 items=4 error=False elapsed=52.921s
Doc_unlabel_0888 items=11 error=False elapsed=62.379s
Doc_unlabel_0889 items=9 error=False elapsed=65.123s
Doc_unlabel_0890 items=10 error=False elapsed=72.355s
Doc_unlabel_0891 items=7 error=False elapsed=50.412s
Doc_unlabel_0892 items=10 error=False elapsed=84.048s
Doc_unlabel_0893 items=16 error=False elapsed=74.02s
Doc_unlabel_0894 items=15 error=False elapsed=95.482s
Doc_unlabel_0895 items=7 error=False elapsed=57.075s
Doc_unlabel_0896 items=7 error=False elapsed=58.107s
Doc_unlabel_0897 items=13 error=False elapsed=55.286s
Doc_unlabel_0898 items=7 error=False elapsed=51.524s
Doc_unlabel_0899 items=9 error=False elapsed=69.804s
Doc_unlabel_0900 items=14 error=False elapsed=61.915s
Doc_unlabel_0901 items=17 error=False elapsed=64.57s
Doc_unlabel_0902 items=13 error=False elapsed=66.413s
Doc_unlabel_0903 items=6 error=False elapsed=64.374s
Doc_unlabel_0904 items=18 error=False elapsed=74.954s
Doc_unlabel_0905 items=5 error=False elapsed=66.853s
Doc_unlabel_0906 items=23 error=False elapsed=74.914s
Doc_unlabel_0907 items=8 error=False elapsed=65.821s
Doc_unlabel_0908 items=8 error=False elapsed=78.647s
Doc_unlabel_0909 items=6 error=False elapsed=70.064s
Doc_unlabel_0910 items=6 error=False elapsed=62.709s
Doc_unlabel_0911 items=17 error=False elapsed=67.988s
Doc_unlabel_0912 items=5 error=False elapsed=57.131s
Doc_unlabel_0913 items=9 error=False elapsed=59.986s
Doc_unlabel_0914 items=19 error=False elapsed=64.936s
Doc_unlabel_0915 items=4 error=False elapsed=56.303s
Doc_unlabel_0916 items=6 error=False elapsed=66.01s
Doc_unlabel_0917 items=14 error=False elapsed=77.538s
Doc_unlabel_0918 items=4 error=False elapsed=76.191s
Doc_unlabel_0919 items=14 error=False elapsed=68.998s
Doc_unlabel_0920 items=7 error=False elapsed=76.263s
Doc_unlabel_0921 items=10 error=False elapsed=79.53s
Doc_unlabel_0922 items=14 error=False elapsed=71.843s
Doc_unlabel_0923 items=17 error=False elapsed=61.865s
Doc_unlabel_0924 items=10 error=False elapsed=64.223s
Doc_unlabel_0925 items=4 error=False elapsed=47.559s
Doc_unlabel_0926 items=4 error=False elapsed=60.581s
Doc_unlabel_0927 items=7 error=False elapsed=51.365s
Doc_unlabel_0928 items=10 error=False elapsed=62.925s
Doc_unlabel_0929 items=10 error=False elapsed=57.96s
Doc_unlabel_0930 items=7 error=False elapsed=63.826s
Doc_unlabel_0931 items=8 error=False elapsed=64.862s
Doc_unlabel_0932 items=5 error=False elapsed=65.276s
Doc_unlabel_0933 items=6 error=False elapsed=65.376s
Doc_unlabel_0934 items=7 error=False elapsed=70.854s
Doc_unlabel_0935 items=9 error=False elapsed=55.678s
Doc_unlabel_0936 items=10 error=False elapsed=50.931s
Doc_unlabel_0937 items=12 error=False elapsed=80.606s
Doc_unlabel_0938 items=7 error=False elapsed=60.466s
Doc_unlabel_0939 items=6 error=False elapsed=52.819s
Doc_unlabel_0940 items=8 error=False elapsed=76.424s
Doc_unlabel_0941 items=15 error=False elapsed=61.293s
Doc_unlabel_0942 items=5 error=False elapsed=46.868s
Doc_unlabel_0943 items=4 error=False elapsed=58.337s
Doc_unlabel_0944 items=5 error=False elapsed=63.725s
Doc_unlabel_0945 items=5 error=False elapsed=56.717s
Doc_unlabel_0946 items=9 error=False elapsed=71.043s
Doc_unlabel_0947 items=9 error=False elapsed=55.958s
Doc_unlabel_0948 items=0 error=False elapsed=590.367s
Doc_unlabel_0949 items=1 error=False elapsed=67.575s
Doc_unlabel_0950 items=3 error=False elapsed=57.606s
Doc_unlabel_0951 items=14 error=False elapsed=54.94s
Doc_unlabel_0952 items=12 error=False elapsed=73.713s
Doc_unlabel_0953 items=3 error=False elapsed=53.394s
Doc_unlabel_0954 items=3 error=False elapsed=49.254s
Doc_unlabel_0955 items=9 error=False elapsed=58.41s
Doc_unlabel_0956 items=6 error=False elapsed=51.019s
Doc_unlabel_0957 items=4 error=False elapsed=52.941s
Doc_unlabel_0958 items=11 error=False elapsed=58.668s
Doc_unlabel_0959 items=9 error=False elapsed=54.737s
